strategy,makespan,completed,tasks_done,tasks_total,fuel_violations,min_fuel,total_truck_distance,active_distance,detour_distance,detour_percentage,uptime_ratio,total_swaps,drone_flight_distance,drone_energy,drone_efficiency_percentage,seed,maze,num_trucks,drones_per_station,service_frames,wall_time_s
proactive_fuel,3744,True,35,35,0,172,15269.0,11960.0,3309.0,21.67,0.5324,2,1110.0,1332.0,450.45,6,maze.csv,6,2,150,0.01
proactive_fuel,3744,True,35,35,0,172,15269.0,11960.0,3309.0,21.67,0.5324,2,1104.0,1324.8,452.9,6,maze.csv,6,4,150,0.02
depot_only,4451,True,35,35,0,167,15317.0,10883.0,4434.0,28.95,0.4075,0,0,0.0,0.0,7,maze.csv,6,1,150,0.01
fixed_station_evrp,4313,True,35,35,0,111,15039.0,10548.0,4491.0,29.86,0.4076,1,0,0.0,0.0,7,maze.csv,6,1,150,0.01
reactive_drone,3750,True,35,35,0,228,14473.0,10491.0,3982.0,27.51,0.4663,1,558.0,669.6,448.03,7,maze.csv,6,1,150,0.01
proactive_fuel,3750,True,35,35,0,228,14473.0,10491.0,3982.0,27.51,0.4663,1,558.0,669.6,448.03,7,maze.csv,6,1,150,0.01
proactive_fuel,3751,True,35,35,0,228,14473.0,10491.0,3982.0,27.51,0.4661,1,570.0,684.0,438.6,7,maze.csv,6,2,150,0.01
proactive_fuel,3750,True,35,35,0,228,14473.0,10491.0,3982.0,27.51,0.4663,1,558.0,669.6,448.03,7,maze.csv,6,4,150,0.02
depot_only,4502,True,36,36,0,172,15442.0,11961.0,3481.0,22.54,0.4428,0,0,0.0,0.0,8,maze.csv,6,1,150,0.01
fixed_station_evrp,5061,True,36,36,0,172,15837.0,12242.0,3595.0,22.7,0.4031,1,0,0.0,0.0,8,maze.csv,6,1,150,0.01
reactive_drone,4575,True,36,36,0,172,15272.0,12015.0,3257.0,21.33,0.4377,1,591.0,709.2,423.01,8,maze.csv,6,1,150,0.01
proactive_fuel,4489,True,36,36,0,172,15263.0,12006.0,3257.0,21.34,0.4458,1,408.0,489.6,612.75,8,maze.csv,6,1,150,0.01
proactive_fuel,4489,True,36,36,0,172,15263.0,12006.0,3257.0,21.34,0.4458,1,411.0,493.2,608.27,8,maze.csv,6,2,150,0.02
proactive_fuel,4499,True,36,36,0,172,15272.0,12015.0,3257.0,21.33,0.4451,1,399.0,478.8,626.57,8,maze.csv,6,4,150,0.02
