num_evs,num_tasks,ev_range,timesteps,num_tasks_finished
6,40,1320,65,6
6,40,1330,65,6
6,40,1340,65,6
6,40,1350,65,6
6,40,1360,65,6
6,40,1370,65,6
6,40,1380,65,6
6,40,1390,65,6
6,40,1400,121,9
6,40,1410,121,9
6,40,1420,121,9
6,40,1430,121,9
6,40,1440,121,9
6,40,1450,121,9
6,40,1460,121,9
6,40,1470,121,9
6,40,1480,121,9
6,40,1490,121,9
6,40,1500,181,11
6,40,1510,181,11
6,40,1520,181,11
6,40,1530,181,11
6,40,1540,181,11
6,40,1550,181,11
6,40,1560,181,11
6,40,1570,181,11
6,40,1580,181,11
6,40,1590,181,11
6,40,1600,125,12
6,40,1610,125,12
6,40,1620,125,12
6,40,1630,125,12
6,40,1640,125,12
6,40,1650,125,12
6,40,1660,125,12
6,40,1670,125,12
6,40,1680,125,12
6,40,1690,125,12
6,40,1700,125,14
6,40,1710,125,14
6,40,1720,125,14
6,40,1730,125,14
6,40,1740,125,14
6,40,1750,125,14
6,40,1760,125,14
6,40,1770,125,14
6,40,1780,125,14
6,40,1790,125,14
6,40,1800,161,16
6,40,1810,161,16
6,40,1820,161,16
6,40,1830,161,16
6,40,1840,161,16
6,40,1850,161,16
6,40,1860,161,16
6,40,1870,161,16
6,40,1880,161,16
6,40,1890,161,16
6,40,1900,163,20
6,40,1910,163,20
6,40,1920,163,20
6,40,1930,163,20
6,40,1940,163,20
6,40,1950,163,20
6,40,1960,163,20
6,40,1970,163,20
6,40,1980,163,20
6,40,1990,163,20
6,40,2000,137,21
6,40,2010,137,21
6,40,2020,137,21
6,40,2030,137,21
6,40,2040,137,21
6,40,2050,137,21
6,40,2060,137,21
6,40,2070,137,21
6,40,2080,137,21
6,40,2090,137,21
6,40,2100,159,24
6,40,2110,159,24
6,40,2120,159,24
6,40,2130,159,24
6,40,2140,159,24
6,40,2150,159,24
6,40,2160,159,24
6,40,2170,159,24
6,40,2180,159,24
6,40,2190,159,24
6,40,2200,203,26
6,40,2210,203,26
6,40,2220,203,26
6,40,2230,203,26
6,40,2240,203,26
6,40,2250,203,26
6,40,2260,203,26
6,40,2270,203,26
6,40,2280,203,26
6,40,2290,203,26
6,40,2300,169,30
6,40,2310,169,30
6,40,2320,169,30
6,40,2330,169,30
6,40,2340,169,30
6,40,2350,169,30
6,40,2360,169,30
6,40,2370,169,30
6,40,2380,169,30
6,40,2390,169,30
6,40,2400,133,31
6,40,2410,133,31
6,40,2420,133,31
6,40,2430,133,31
6,40,2440,133,31
6,40,2450,133,31
6,40,2460,133,31
6,40,2470,133,31
6,40,2480,133,31
6,40,2490,133,31
6,40,2500,129,31
6,40,2510,129,31
6,40,2520,129,31
6,40,2530,129,31
6,40,2540,129,31
6,40,2550,129,31
6,40,2560,129,31
6,40,2570,129,31
6,40,2580,129,31
6,40,2590,129,31
6,40,2600,195,35
6,40,2610,195,35
6,40,2620,195,35
6,40,2630,195,35
6,40,2640,195,35
6,40,2650,195,35
6,40,2660,195,35
6,40,2670,195,35
6,40,2680,195,35
6,40,2690,195,35
6,40,2700,157,36
6,40,2710,157,36
6,40,2720,157,36
6,40,2730,157,36
6,40,2740,157,36
6,40,2750,157,36
6,40,2760,157,36
6,40,2770,157,36
6,40,2780,157,36
6,40,2790,157,36
6,40,2800,157,36
6,40,2810,157,36
6,40,2820,157,36
6,40,2830,157,36
6,40,2840,157,36
6,40,2850,157,36
6,40,2860,157,36
6,40,2870,157,36
6,40,2880,157,36
6,40,2890,157,36
6,40,2900,215,38
6,40,2910,215,38
6,40,2920,215,38
6,40,2930,215,38
6,40,2940,215,38
6,40,2950,215,38
6,40,2960,215,38
6,40,2970,215,38
6,40,2980,215,38
6,40,2990,215,38
6,40,3000,155,38
