cycle,truck,takeoff_end_s,approach_time_s,swap_hover_s,hover_mean_err_m,hover_p95_err_m,hover_max_err_m,frac_within_tol,frac_within_delta,capture_losses,return_land_s,cycle_total_s,msg_drop_frac,wind_speed,wind_gust,pos_noise,drop_prob,run_tag
1,ugv_2,5.47,19.25,10.0,0.061,0.395,0.571,0.836,1.0,0,25.2,59.97,0.0,0.0,0.0,0.0,0.0,calm
2,ugv_3,5.47,28.5,10.0,0.061,0.394,0.564,0.836,1.0,0,34.4,78.42,0.0,0.0,0.0,0.0,0.0,calm
3,ugv_5,5.47,29.75,10.0,0.06,0.393,0.566,0.836,1.0,0,35.7,80.97,0.0,0.0,0.0,0.0,0.0,calm
