cycle,truck,takeoff_end_s,approach_time_s,swap_hover_s,hover_mean_err_m,hover_p95_err_m,hover_max_err_m,frac_within_tol,frac_within_delta,capture_losses,return_land_s,cycle_total_s,msg_drop_frac,wind_speed,wind_gust,pos_noise,drop_prob,run_tag
1,ugv_2,5.32,21.95,10.0,0.504,0.92,1.093,0.0,0.731,1,22.25,59.57,0.101,6.0,2.0,0.5,0.1,combined
2,ugv_5,5.52,30.8,10.0,0.873,1.571,1.96,0.0,0.085,1,27.7,74.07,0.101,6.0,2.0,0.5,0.1,combined
