strategy,makespan,completed,tasks_done,tasks_total,fuel_violations,strand_events,stranded_frames,min_fuel,total_truck_distance,active_distance,detour_distance,detour_percentage,uptime_ratio,hold_frames,total_swaps,drone_flight_distance,drone_energy,drone_efficiency_percentage,max_route_length,truck_range,num_tasks,seed,maze,num_trucks,drones_per_station,service_frames,wall_time_s
fixed_station_evrp,11706,True,39,39,1,1,7485,0.0,19184.0,12757.0,6427.0,33.5,0.1816,7485,1,0,0.0,0.0,2285.71,2000.0,39,10,maze.csv,6,1,7200,0.03
reactive_drone,9682,True,38,38,3,3,21989,0.0,11803.0,9520.0,2283.0,19.34,0.1639,29215,4,2952.0,3542.4,338.75,2228.57,2000.0,38,1,maze.csv,6,1,7200,0.03
reactive_drone,9494,True,36,36,1,1,7310,0.0,11820.0,8740.0,3080.0,26.06,0.1534,14534,2,1182.0,1418.4,423.01,2057.14,2000.0,36,2,maze.csv,6,1,7200,0.03
reactive_drone,9332,True,40,40,0,0,0,20.0,11374.0,9423.0,1951.0,17.15,0.1683,14447,2,567.0,680.4,881.83,2057.14,2000.0,40,3,maze.csv,6,1,7200,0.02
reactive_drone,9618,True,36,36,3,3,22097,0.0,12257.0,9762.0,2495.0,20.36,0.1692,29323,4,3279.0,3934.8,304.97,2171.43,2000.0,36,4,maze.csv,6,1,7200,0.03
reactive_drone,16315,True,40,40,3,3,28808,0.0,12254.0,10144.0,2110.0,17.22,0.1036,43258,5,3684.0,4420.8,339.31,2171.43,2000.0,40,5,maze.csv,6,1,7200,0.04
reactive_drone,9505,True,35,35,1,1,7316,0.0,11027.0,8996.0,2031.0,18.42,0.1577,14540,2,975.0,1170.0,512.82,2114.29,2000.0,35,6,maze.csv,6,1,7200,0.03
reactive_drone,9539,True,35,35,2,2,14653,0.0,11703.0,8939.0,2764.0,23.62,0.1562,14655,2,1533.0,1839.6,326.16,2057.14,2000.0,35,7,maze.csv,6,1,7200,0.03
reactive_drone,9475,True,36,36,1,1,7301,0.0,11357.0,9023.0,2334.0,20.55,0.1587,21748,3,1773.0,2127.6,423.01,2114.29,2000.0,36,8,maze.csv,6,1,7200,0.03
reactive_drone,16409,True,40,40,3,3,28909,0.0,12371.0,9613.0,2758.0,22.29,0.0976,43359,5,3198.0,3837.6,390.87,2171.43,2000.0,40,9,maze.csv,6,1,7200,0.04
reactive_drone,16577,True,39,39,1,1,14230,0.0,12675.0,10210.0,2465.0,19.45,0.1027,43125,5,4581.0,5497.2,272.87,2285.71,2000.0,39,10,maze.csv,6,1,7200,0.05
proactive_fuel,6863,True,38,38,0,0,0,75.0,20752.0,13315.0,7437.0,35.84,0.3234,0,0,0.0,0.0,0.0,2228.57,2000.0,38,1,maze.csv,6,1,7200,0.03
proactive_fuel,3451,True,36,36,0,0,0,72.0,14982.0,10038.0,4944.0,33.0,0.4848,0,0,0.0,0.0,0.0,2057.14,2000.0,36,2,maze.csv,6,1,7200,0.02
proactive_fuel,3045,True,40,40,0,0,0,76.0,13465.0,10158.0,3307.0,24.56,0.556,0,0,0.0,0.0,0.0,2057.14,2000.0,40,3,maze.csv,6,1,7200,0.02
proactive_fuel,4798,True,36,36,0,0,0,78.0,18257.0,11709.0,6548.0,35.87,0.4067,0,0,0.0,0.0,0.0,2171.43,2000.0,36,4,maze.csv,6,1,7200,0.03
proactive_fuel,3750,True,40,40,0,0,0,76.0,17127.0,11872.0,5255.0,30.68,0.5276,0,0,0.0,0.0,0.0,2171.43,2000.0,40,5,maze.csv,6,1,7200,0.02
proactive_fuel,5569,True,35,35,0,0,0,76.0,15682.0,11094.0,4588.0,29.26,0.332,0,0,0.0,0.0,0.0,2114.29,2000.0,35,6,maze.csv,6,1,7200,0.02
proactive_fuel,3278,True,35,35,0,0,0,83.0,14707.0,10065.0,4642.0,31.56,0.5117,0,0,0.0,0.0,0.0,2057.14,2000.0,35,7,maze.csv,6,1,7200,0.02
proactive_fuel,5218,True,36,36,0,0,0,76.0,16229.0,10830.0,5399.0,33.27,0.3459,0,0,0.0,0.0,0.0,2114.29,2000.0,36,8,maze.csv,6,1,7200,0.03
proactive_fuel,5563,True,40,40,0,0,0,77.0,20299.0,12719.0,7580.0,37.34,0.3811,0,0,0.0,0.0,0.0,2171.43,2000.0,40,9,maze.csv,6,1,7200,0.03
proactive_fuel,9543,True,39,39,0,0,0,78.0,17373.0,11908.0,5465.0,31.46,0.208,7197,1,390.0,468.0,641.03,2285.71,2000.0,39,10,maze.csv,6,1,7200,0.04
depot_only,6863,True,38,38,0,0,0,75.0,20752.0,13315.0,7437.0,35.84,0.3234,0,0,0,0.0,0.0,2228.57,2000.0,38,1,maze.csv,6,1,150,0.03
depot_only,3451,True,36,36,0,0,0,72.0,14982.0,10038.0,4944.0,33.0,0.4848,0,0,0,0.0,0.0,2057.14,2000.0,36,2,maze.csv,6,1,150,0.02
depot_only,3045,True,40,40,0,0,0,76.0,13465.0,10158.0,3307.0,24.56,0.556,0,0,0,0.0,0.0,2057.14,2000.0,40,3,maze.csv,6,1,150,0.02
depot_only,4798,True,36,36,0,0,0,78.0,18257.0,11709.0,6548.0,35.87,0.4067,0,0,0,0.0,0.0,2171.43,2000.0,36,4,maze.csv,6,1,150,0.02
depot_only,3750,True,40,40,0,0,0,76.0,17127.0,11872.0,5255.0,30.68,0.5276,0,0,0,0.0,0.0,2171.43,2000.0,40,5,maze.csv,6,1,150,0.02
depot_only,5569,True,35,35,0,0,0,76.0,15682.0,11094.0,4588.0,29.26,0.332,0,0,0,0.0,0.0,2114.29,2000.0,35,6,maze.csv,6,1,150,0.02
depot_only,3278,True,35,35,0,0,0,83.0,14707.0,10065.0,4642.0,31.56,0.5117,0,0,0,0.0,0.0,2057.14,2000.0,35,7,maze.csv,6,1,150,0.02
depot_only,5218,True,36,36,0,0,0,76.0,16229.0,10830.0,5399.0,33.27,0.3459,0,0,0,0.0,0.0,2114.29,2000.0,36,8,maze.csv,6,1,150,0.02
depot_only,5563,True,40,40,0,0,0,77.0,20299.0,12719.0,7580.0,37.34,0.3811,0,0,0,0.0,0.0,2171.43,2000.0,40,9,maze.csv,6,1,150,0.03
depot_only,5688,True,39,39,0,0,0,18.0,20601.0,13183.0,7418.0,36.01,0.3863,0,0,0,0.0,0.0,2285.71,2000.0,39,10,maze.csv,6,1,150,0.03
