strategy,makespan,completed,tasks_done,tasks_total,fuel_violations,strand_events,stranded_frames,min_fuel,total_truck_distance,active_distance,detour_distance,detour_percentage,uptime_ratio,hold_frames,total_swaps,drone_flight_distance,drone_energy,drone_efficiency_percentage,max_route_length,truck_range,num_tasks,seed,maze,num_trucks,drones_per_station,service_frames,wall_time_s
reactive_drone,2905,True,35,35,1,1,716,0.0,11027.0,8996.0,2031.0,18.42,0.5161,1340,2,975.0,1170.0,512.82,2114.29,2000.0,35,6,maze.csv,6,1,600,0.01
reactive_drone,2939,True,35,35,2,2,1453,0.0,11703.0,8939.0,2764.0,23.62,0.5069,1455,2,1533.0,1839.6,326.16,2057.14,2000.0,35,7,maze.csv,6,1,600,0.01
reactive_drone,2875,True,36,36,1,1,701,0.0,11357.0,9023.0,2334.0,20.55,0.5231,1948,3,1773.0,2127.6,423.01,2114.29,2000.0,36,8,maze.csv,6,1,600,0.01
reactive_drone,3209,True,40,40,3,3,2509,0.0,12371.0,9613.0,2758.0,22.29,0.4993,3759,5,3198.0,3837.6,390.87,2171.43,2000.0,40,9,maze.csv,6,1,600,0.01
reactive_drone,3377,True,39,39,1,1,1030,0.0,12675.0,10210.0,2465.0,19.45,0.5039,3525,5,4581.0,5497.2,272.87,2285.71,2000.0,39,10,maze.csv,6,1,600,0.01
proactive_fuel,2887,True,38,38,0,0,0,188.0,11819.0,9527.0,2292.0,19.39,0.55,2983,5,2064.0,2476.8,605.62,2228.57,2000.0,38,1,maze.csv,6,1,600,0.02
proactive_fuel,2713,True,36,36,0,0,0,72.0,11820.0,8740.0,3080.0,26.06,0.5369,1786,3,2271.0,2725.2,330.25,2057.14,2000.0,36,2,maze.csv,6,1,600,0.02
proactive_fuel,2701,True,40,40,0,0,0,76.0,11658.0,9538.0,2120.0,18.18,0.5885,1192,2,603.0,723.6,829.19,2057.14,2000.0,40,3,maze.csv,6,1,600,0.02
proactive_fuel,2825,True,36,36,0,0,0,159.0,12775.0,9900.0,2875.0,22.5,0.5841,2381,4,1584.0,1900.8,631.31,2171.43,2000.0,36,4,maze.csv,6,1,600,0.02
proactive_fuel,2822,True,40,40,0,0,0,73.0,12662.0,10204.0,2458.0,19.41,0.6026,2368,4,2109.0,2530.8,474.16,2171.43,2000.0,40,5,maze.csv,6,1,600,0.02
proactive_fuel,2769,True,35,35,0,0,0,105.0,11035.0,8996.0,2039.0,18.48,0.5415,1188,2,297.0,356.4,1683.5,2114.29,2000.0,35,6,maze.csv,6,1,600,0.02
proactive_fuel,2706,True,35,35,0,0,0,83.0,11712.0,8939.0,2773.0,23.68,0.5506,1776,3,2061.0,2473.2,363.9,2057.14,2000.0,35,7,maze.csv,6,1,600,0.02
proactive_fuel,2769,True,36,36,0,0,0,135.0,11366.0,9023.0,2343.0,20.61,0.5431,1779,3,1446.0,1735.2,518.67,2114.29,2000.0,36,8,maze.csv,6,1,600,0.02
proactive_fuel,3655,True,40,40,0,0,0,277.0,12389.0,9615.0,2774.0,22.39,0.4384,3809,5,4773.0,5727.6,261.89,2171.43,2000.0,40,9,maze.csv,6,1,600,0.02
proactive_fuel,2937,True,39,39,0,0,0,135.0,13244.0,10411.0,2833.0,21.39,0.5908,2380,4,3813.0,4575.6,262.26,2285.71,2000.0,39,10,maze.csv,6,1,600,0.02
fixed_station_evrp,4490,True,38,38,1,1,2200,0.0,16335.0,11616.0,4719.0,28.89,0.4312,2200,1,0,0.0,0.0,2228.57,2000.0,38,1,maze.csv,6,1,1800,0.02
fixed_station_evrp,3451,True,36,36,0,0,0,72.0,14982.0,10038.0,4944.0,33.0,0.4848,0,0,0,0.0,0.0,2057.14,2000.0,36,2,maze.csv,6,1,1800,0.02
fixed_station_evrp,3045,True,40,40,0,0,0,76.0,13465.0,10158.0,3307.0,24.56,0.556,0,0,0,0.0,0.0,2057.14,2000.0,40,3,maze.csv,6,1,1800,0.02
fixed_station_evrp,3967,True,36,36,0,0,0,138.0,15716.0,10666.0,5050.0,32.13,0.4481,1800,1,0,0.0,0.0,2171.43,2000.0,36,4,maze.csv,6,1,1800,0.02
fixed_station_evrp,3750,True,40,40,0,0,0,76.0,17127.0,11872.0,5255.0,30.68,0.5276,0,0,0,0.0,0.0,2171.43,2000.0,40,5,maze.csv,6,1,1800,0.02
fixed_station_evrp,4085,True,35,35,0,0,0,127.0,12510.0,9396.0,3114.0,24.89,0.3834,1800,1,0,0.0,0.0,2114.29,2000.0,35,6,maze.csv,6,1,1800,0.02
fixed_station_evrp,3278,True,35,35,0,0,0,83.0,14707.0,10065.0,4642.0,31.56,0.5117,0,0,0,0.0,0.0,2057.14,2000.0,35,7,maze.csv,6,1,1800,0.02
fixed_station_evrp,4264,True,36,36,0,0,0,78.0,13569.0,9697.0,3872.0,28.54,0.379,1800,1,0,0.0,0.0,2114.29,2000.0,36,8,maze.csv,6,1,1800,0.02
fixed_station_evrp,5079,True,40,40,0,0,0,77.0,18093.0,11472.0,6621.0,36.59,0.3765,1800,1,0,0.0,0.0,2171.43,2000.0,40,9,maze.csv,6,1,1800,0.03
fixed_station_evrp,6306,True,39,39,1,1,2085,0.0,19184.0,12757.0,6427.0,33.5,0.3372,2085,1,0,0.0,0.0,2285.71,2000.0,39,10,maze.csv,6,1,1800,0.03
reactive_drone,4282,True,38,38,3,3,5789,0.0,11803.0,9520.0,2283.0,19.34,0.3705,7615,4,2952.0,3542.4,338.75,2228.57,2000.0,38,1,maze.csv,6,1,1800,0.02
