cycle,truck,takeoff_end_s,approach_time_s,swap_hover_s,hover_mean_err_m,hover_p95_err_m,hover_max_err_m,frac_within_tol,frac_within_delta,capture_losses,return_land_s,cycle_total_s,msg_drop_frac,wind_speed,wind_gust,pos_noise,drop_prob,run_tag
1,ugv_3,5.48,20.65,10.0,0.41,0.567,0.597,0.0,1.0,0,10.0,46.18,0.0,6.0,2.0,0.0,0.0,wind6_gust2
2,ugv_0,5.53,79.55,10.0,0.481,0.588,0.599,0.0,1.0,0,55.7,150.83,0.0,6.0,2.0,0.0,0.0,wind6_gust2
