cycle,truck,takeoff_end_s,approach_time_s,swap_hover_s,hover_mean_err_m,hover_p95_err_m,hover_max_err_m,frac_within_tol,frac_within_delta,capture_losses,return_land_s,cycle_total_s,msg_drop_frac,wind_speed,wind_gust,pos_noise,drop_prob,run_tag
1,ugv_3,5.4,3.1,10.0,0.303,1.254,1.751,0.209,0.851,0,9.9,28.45,0.0,0.0,0.0,0.5,0.0,gnss05
2,ugv_0,5.5,20.15,10.0,0.203,0.791,1.102,0.328,0.925,0,25.9,61.6,0.0,0.0,0.0,0.5,0.0,gnss05
3,ugv_2,5.45,29.6,10.0,0.266,1.128,1.554,0.234,0.876,0,35.75,80.85,0.0,0.0,0.0,0.5,0.0,gnss05
4,ugv_2,5.45,22.7,10.0,0.254,1.178,1.705,0.378,0.886,0,29.4,67.6,0.0,0.0,0.0,0.5,0.0,gnss05
