num_ugvs,ugv_range,maze_loop_percentage,tasks_completed,distance_traveled,energy_consumed,avg_task_completion_time
5, 3000, 50, 629, 130750.0, 130750.0, 79.29936305732484
5, 3500, 50, 652, 134400.0, 134400.0, 76.49769585253456
5, 4000, 50, 693, 142550.0, 142550.0, 71.89306358381504
5, 4500, 50, 674, 139650.0, 139650.0, 73.99702823179791
5, 5000, 50, 660, 136900.0, 136900.0, 75.1896813353566
5, 1500, 60, 654, 127850.0, 127850.0, 75.65084226646248
5, 2000, 60, 662, 129150.0, 129150.0, 74.73524962178517
5, 2500, 60, 681, 133350.0, 133350.0, 71.98529411764706
5, 3000, 60, 634, 124150.0, 124150.0, 78.04107424960506
5, 3500, 60, 684, 132250.0, 132250.0, 72.40117130307468
5, 4000, 60, 640, 124550.0, 124550.0, 77.38654147104852
5, 4500, 60, 641, 125900.0, 125900.0, 77.1875
5, 5000, 60, 664, 129150.0, 129150.0, 74.50980392156863
5, 1500, 70, 692, 127950.0, 127950.0, 72.06946454413892
5, 2000, 70, 754, 138100.0, 138100.0, 66.13545816733068
5, 2500, 70, 719, 133750.0, 133750.0, 69.35933147632312
5, 3000, 70, 766, 140500.0, 140500.0, 65.09803921568627
5, 3500, 70, 740, 134600.0, 134600.0, 67.38836265223274
5, 4000, 70, 716, 132450.0, 132450.0, 69.37062937062937
5, 4500, 70, 735, 136600.0, 136600.0, 67.84741144414168
5, 5000, 70, 725, 133450.0, 133450.0, 68.78453038674033
5, 1500, 80, 733, 132600.0, 132600.0, 68.10109289617486
5, 2000, 80, 811, 146300.0, 146300.0, 61.60493827160494
5, 2500, 80, 772, 138850.0, 138850.0, 64.72114137483787
5, 3000, 80, 787, 140500.0, 140500.0, 63.48600508905852
5, 3500, 80, 781, 140300.0, 140300.0, 63.84615384615385
5, 4000, 80, 780, 139950.0, 139950.0, 64.05648267008986
5, 4500, 80, 790, 141900.0, 141900.0, 63.244613434727505
5, 5000, 80, 771, 139000.0, 139000.0, 64.8051948051948
5, 1500, 90, 719, 133100.0, 133100.0, 69.28969359331477
5, 2000, 90, 710, 130900.0, 130900.0, 70.23977433004231
5, 2500, 90, 749, 138350.0, 138350.0, 66.51069518716578
5, 3000, 90, 786, 143600.0, 143600.0, 63.439490445859875
5, 3500, 90, 754, 139350.0, 139350.0, 66.13545816733068
5, 4000, 90, 772, 141600.0, 141600.0, 64.59143968871595
5, 4500, 90, 757, 139900.0, 139900.0, 65.87301587301587
5, 5000, 90, 718, 133300.0, 133300.0, 69.1771269177127
6, 1500, 50, 867, 163100.0, 163100.0, 57.390300230946885
6, 2000, 50, 874, 164050.0, 164050.0, 57.044673539518904
6, 2500, 50, 877, 164600.0, 164600.0, 56.84931506849315
6, 3000, 50, 857, 161500.0, 161500.0, 58.177570093457945
6, 3500, 50, 896, 167100.0, 167100.0, 55.642458100558656
6, 4000, 50, 922, 171750.0, 171750.0, 54.071661237785015
6, 4500, 50, 963, 177150.0, 177150.0, 51.71517671517672
6, 5000, 50, 964, 177250.0, 177250.0, 51.71339563862929
6, 1500, 60, 864, 146000.0, 146000.0, 57.184241019698725
6, 2000, 60, 897, 152350.0, 152350.0, 55.189732142857146
6, 2500, 60, 861, 146850.0, 146850.0, 57.5
6, 3000, 60, 896, 153550.0, 153550.0, 55.25139664804469
6, 3500, 60, 893, 152900.0, 152900.0, 55.437219730941706
6, 4000, 60, 927, 158300.0, 158300.0, 53.40172786177106
6, 4500, 60, 900, 153100.0, 153100.0, 55.0055617352614
6, 5000, 60, 918, 156000.0, 156000.0, 53.92584514721919
6, 1500, 70, 985, 164200.0, 164200.0, 50.5589430894309
6, 2000, 70, 972, 161700.0, 161700.0, 51.3903192584964
6, 2500, 70, 994, 164950.0, 164950.0, 50.201409869083584
6, 3000, 70, 1015, 169450.0, 169450.0, 49.21104536489152
6, 3500, 70, 1014, 169200.0, 169200.0, 49.25962487660414
6, 4000, 70, 964, 160400.0, 160400.0, 51.81723779854621
6, 4500, 70, 988, 164200.0, 164200.0, 50.55724417426545
6, 5000, 70, 1013, 168550.0, 168550.0, 49.209486166007906
6, 1500, 80, 1018, 162850.0, 162850.0, 49.06588003933137
6, 2000, 80, 1015, 162800.0, 162800.0, 49.21104536489152
6, 2500, 80, 1016, 162100.0, 162100.0, 49.11330049261084
6, 3000, 80, 1065, 170400.0, 170400.0, 46.8984962406015
6, 3500, 80, 1021, 163000.0, 163000.0, 48.92156862745098
6, 4000, 80, 1093, 174850.0, 174850.0, 45.69597069597069
6, 4500, 80, 1111, 176850.0, 176850.0, 44.95495495495496
6, 5000, 80, 1108, 176050.0, 176050.0, 45.07678410117435
6, 1500, 90, 1092, 169800.0, 169800.0, 45.7378551787351
6, 2000, 90, 1076, 166550.0, 166550.0, 46.41860465116279
6, 2500, 90, 1048, 162450.0, 162450.0, 47.659980897803244
6, 3000, 90, 1110, 172750.0, 172750.0, 44.99549143372408
6, 3500, 90, 1133, 175200.0, 175200.0, 44.081272084805654
6, 4000, 90, 1075, 167150.0, 167150.0, 46.415270018621975
6, 4500, 90, 1088, 168350.0, 168350.0, 45.90616375344986
6, 5000, 90, 1092, 168700.0, 168700.0, 45.7378551787351
7, 1500, 50, 1156, 194650.0, 194650.0, 43.16017316017316
7, 2000, 50, 1184, 201500.0, 201500.0, 42.13863060016906
7, 2500, 50, 1177, 198400.0, 198400.0, 42.38945578231292
7, 3000, 50, 1170, 199450.0, 199450.0, 42.64328485885372
