num_ugvs,ugv_range,maze_loop_percentage,tasks_completed,distance_traveled,energy_consumed,avg_task_completion_time
6, 1500, 90, 1428, 232300.0, 232300.0, 34.968465311843026
6, 2000, 90, 1459, 235700.0, 235700.0, 34.224965706447186
6, 2500, 90, 1452, 233450.0, 233450.0, 34.39007580978635
6, 3000, 90, 1467, 235750.0, 235750.0, 34.03819918144611
6, 3500, 90, 1489, 238650.0, 238650.0, 33.534946236559136
6, 4000, 90, 1498, 239350.0, 239350.0, 33.333333333333336
6, 4500, 90, 1495, 238500.0, 238500.0, 33.400267737617135
6, 5000, 90, 1511, 241650.0, 241650.0, 33.01324503311258
7, 1500, 50, 1360, 251350.0, 251350.0, 36.68138337012509
7, 2000, 50, 1304, 241400.0, 241400.0, 38.257866462010746
7, 2500, 50, 1367, 251850.0, 251850.0, 36.49341142020498
7, 3000, 50, 1444, 261700.0, 261700.0, 34.54608454608454
7, 3500, 50, 1389, 254400.0, 254400.0, 35.914985590778095
7, 4000, 50, 1345, 247500.0, 247500.0, 37.09077380952381
7, 4500, 50, 1584, 282350.0, 282350.0, 31.490840176879342
7, 5000, 50, 1489, 266850.0, 266850.0, 33.501344086021504
7, 1500, 60, 1532, 262750.0, 262750.0, 32.462442847811886
7, 2000, 60, 1586, 269550.0, 269550.0, 31.35646687697161
7, 2500, 60, 1598, 272400.0, 272400.0, 31.120851596743893
7, 3000, 60, 1399, 245200.0, 245200.0, 35.550786838340485
7, 3500, 60, 1616, 272900.0, 272900.0, 30.773993808049536
7, 4000, 60, 1425, 248000.0, 248000.0, 34.901685393258425
7, 4500, 60, 1429, 247100.0, 247100.0, 34.80392156862745
7, 5000, 60, 1618, 273500.0, 273500.0, 30.735930735930737
7, 1500, 70, 1426, 221600.0, 221600.0, 34.98245614035088
7, 2000, 70, 1569, 241300.0, 241300.0, 31.823979591836736
7, 2500, 70, 1802, 275000.0, 275000.0, 27.70682953914492
7, 3000, 70, 1804, 273400.0, 273400.0, 27.676095396561287
7, 3500, 70, 1618, 246200.0, 246200.0, 30.8286951144094
7, 4000, 70, 1838, 277200.0, 277200.0, 27.13663581927055
7, 4500, 70, 1697, 256450.0, 256450.0, 29.422169811320753
7, 5000, 70, 1774, 268500.0, 268500.0, 28.1443880428652
7, 1500, 80, 1644, 248850.0, 248850.0, 30.371272063298843
7, 2000, 80, 1693, 255650.0, 255650.0, 29.462174940898347
7, 2500, 80, 1673, 251400.0, 251400.0, 29.8444976076555
7, 3000, 80, 1593, 239650.0, 239650.0, 31.344221105527637
7, 3500, 80, 1788, 265150.0, 265150.0, 27.923894795747064
7, 4000, 80, 1809, 269700.0, 269700.0, 27.571902654867255
7, 4500, 80, 1835, 273350.0, 273350.0, 27.208287895310797
7, 5000, 80, 1762, 260750.0, 260750.0, 28.33617262918796
7, 1500, 90, 1740, 267950.0, 267950.0, 28.69465209890742
7, 2000, 90, 1829, 278000.0, 278000.0, 27.297592997811815
7, 2500, 90, 1835, 277850.0, 277850.0, 27.208287895310797
7, 3000, 90, 1852, 278900.0, 278900.0, 26.95840086439762
7, 3500, 90, 1865, 280500.0, 280500.0, 26.77038626609442
7, 4000, 90, 1868, 279800.0, 279800.0, 26.727370112479914
7, 4500, 90, 1864, 279050.0, 279050.0, 26.78475577026302
7, 5000, 90, 1857, 277900.0, 277900.0, 26.885775862068964
