num_ugvs,ugv_range,maze_loop_percentage,tasks_completed,distance_traveled,energy_consumed,avg_task_completion_time
6, 2000, 80, 1057, 204200.0, 204200.0, 47.253787878787875
6, 2500, 80, 1138, 209750.0, 209750.0, 43.887423043095865
6, 3000, 80, 1204, 220100.0, 220100.0, 41.479634247714046
6, 3500, 80, 1213, 216250.0, 216250.0, 41.13036303630363
6, 4000, 80, 1243, 217350.0, 217350.0, 40.17713365539453
6, 4500, 80, 1299, 224200.0, 224200.0, 38.44375963020031
6, 5000, 80, 1334, 231850.0, 231850.0, 37.43435858964741
6, 1500, 90, 1042, 210800.0, 210800.0, 47.886647454370795
6, 2000, 90, 1082, 207450.0, 207450.0, 46.160962072155414
6, 2500, 90, 1102, 203700.0, 203700.0, 45.322434150772025
6, 3000, 90, 1354, 243100.0, 243100.0, 36.73318551367332
6, 3500, 90, 1155, 198800.0, 198800.0, 43.15424610051993
6, 4000, 90, 1265, 221050.0, 221050.0, 39.438291139240505
6, 4500, 90, 1241, 213150.0, 213150.0, 40.16129032258065
6, 5000, 90, 1324, 224250.0, 224250.0, 37.67951625094482
7, 1500, 50, 792, 181500.0, 181500.0, 63.02149178255373
7, 2000, 50, 1178, 251650.0, 251650.0, 42.35344095157179
7, 2500, 50, 1375, 280800.0, 280800.0, 36.28093158660844
7, 3000, 50, 1135, 227900.0, 227900.0, 43.95943562610229
7, 3500, 50, 1432, 276450.0, 276450.0, 34.83577917540182
7, 4000, 50, 1346, 267150.0, 267150.0, 37.0631970260223
7, 4500, 50, 1381, 266250.0, 266250.0, 36.1231884057971
7, 5000, 50, 1409, 266500.0, 266500.0, 35.40482954545455
7, 1500, 60, 703, 162150.0, 162150.0, 70.72649572649573
7, 2000, 60, 946, 205950.0, 205950.0, 52.53968253968254
7, 2500, 60, 1294, 250950.0, 250950.0, 38.437741686001544
7, 3000, 60, 1449, 274950.0, 274950.0, 34.3232044198895
7, 3500, 60, 990, 193350.0, 193350.0, 50.101112234580384
7, 4000, 60, 1365, 253050.0, 253050.0, 36.40029325513196
7, 4500, 60, 1507, 272750.0, 272750.0, 33.00132802124834
7, 5000, 60, 1543, 276650.0, 276650.0, 32.19844357976654
7, 1500, 70, 820, 176000.0, 176000.0, 60.866910866910864
7, 2000, 70, 1462, 276550.0, 276550.0, 34.15468856947297
7, 2500, 70, 1283, 238200.0, 238200.0, 38.92355694227769
7, 3000, 70, 1437, 244600.0, 244600.0, 34.749303621169915
7, 3500, 70, 1501, 253300.0, 253300.0, 33.266666666666666
7, 4000, 70, 1672, 278450.0, 278450.0, 29.8623578695392
7, 4500, 70, 1562, 255600.0, 255600.0, 31.966688020499678
7, 5000, 70, 1543, 253250.0, 253250.0, 32.360570687418935
7, 1500, 80, 1000, 185950.0, 185950.0, 49.8998998998999
7, 2000, 80, 1261, 226350.0, 226350.0, 39.6031746031746
7, 2500, 80, 1539, 257650.0, 257650.0, 32.444733420026004
7, 3000, 80, 1166, 199900.0, 199900.0, 42.78969957081545
7, 3500, 80, 1403, 229950.0, 229950.0, 35.592011412268185
7, 4000, 80, 1442, 231300.0, 231300.0, 34.628730048577374
7, 4500, 80, 1669, 262250.0, 262250.0, 29.916067146282973
7, 5000, 80, 1529, 244850.0, 244850.0, 32.65706806282723
7, 1500, 90, 1106, 230000.0, 230000.0, 44.977375565610856
7, 2000, 90, 1131, 205700.0, 205700.0, 44.07079646017699
7, 2500, 90, 1234, 212750.0, 212750.0, 40.470397404703974
7, 3000, 90, 1282, 218150.0, 218150.0, 38.95394223263076
7, 3500, 90, 1528, 255050.0, 255050.0, 32.514734774066795
7, 4000, 90, 1456, 241200.0, 241200.0, 34.123711340206185
7, 4500, 90, 1731, 279100.0, 279100.0, 28.84393063583815
7, 5000, 90, 1667, 264600.0, 264600.0, 29.921968787515006
