num_evs,num_tasks,ev_range,maze_loop_percentage,maze_size,bms,timesteps,num_tasks_finished,ev_distance,drone_distance
9,40,500,75,42,1,3,1,4.0,9.0
9,40,500,80,43,0,3,1,4.0,0.0
9,40,500,85,47,1,15,3,16.0,27.749203497555875
9,40,500,60,41,1,13,3,14.0,42.584518901636166
9,40,500,65,36,0,7,2,8.0,0.0
9,40,500,90,47,0,5,1,6.0,0.0
9,40,500,75,47,0,5,1,6.0,0.0
9,40,500,65,47,1,0,0,0.0,0.0
9,40,500,85,38,0,0,0,0.0,0.0
9,40,500,85,47,1,0,0,0.0,0.0
9,40,500,70,39,1,9,2,20.0,36.0
9,40,500,70,41,0,0,0,0.0,0.0
9,40,500,80,49,1,0,0,0.0,0.0
9,40,500,85,44,0,0,0,0.0,0.0
9,40,500,70,45,1,5,1,6.0,10.716374662884755
9,40,500,80,49,0,0,0,0.0,0.0
9,40,500,65,42,1,19,2,20.0,43.82335680022328
9,40,500,85,43,0,0,0,0.0,0.0
9,40,500,90,36,1,9,1,10.0,8.278196206778567
9,40,500,60,38,0,0,0,0.0,0.0
9,40,500,65,40,1,0,0,0.0,0.0
9,40,500,60,35,0,19,3,20.0,0.0
9,40,500,60,45,0,0,0,0.0,0.0
9,40,500,70,47,1,0,0,0.0,0.0
9,40,500,70,43,1,9,2,10.0,17.94609454827474
9,40,500,90,36,1,7,1,8.0,9.01304172148532
9,40,500,85,37,1,9,2,10.0,16.291678559410165
9,40,500,80,46,0,5,1,6.0,0.0
9,40,500,75,47,1,0,0,0.0,0.0
9,40,500,70,48,0,0,0,0.0,0.0
9,40,500,90,49,0,9,1,10.0,0.0
9,40,500,75,46,0,25,3,26.0,0.0
9,40,500,60,40,1,5,1,6.0,10.703843240302303
9,40,500,65,36,1,7,1,8.0,4.47213595499958
9,40,500,60,39,0,0,0,0.0,0.0
9,40,500,75,37,0,25,3,26.0,0.0
9,40,500,60,41,1,9,1,10.0,17.29828634374842
9,40,500,70,46,0,0,0,0.0,0.0
9,39,3000,85,49,1,173,29,642.0,536.3967849621796
9,39,3000,90,49,0,165,23,500.0,0.0
9,39,3000,85,39,1,85,35,542.0,848.7033975557017
9,39,3000,85,41,0,119,31,670.0,0.0
9,39,3000,60,44,1,167,28,540.0,653.9571696554109
9,39,3000,60,47,0,149,22,472.0,0.0
9,39,3000,85,49,1,169,31,678.0,585.9030476625187
9,39,3000,70,39,1,111,32,636.0,721.9919274758254
9,39,3000,90,45,0,167,28,668.0,0.0
9,39,3000,90,39,0,221,36,770.0,0.0
9,39,3000,80,41,0,113,32,732.0,0.0
9,39,3000,85,46,1,145,26,570.0,365.02589323648016
9,39,3000,60,45,0,159,20,530.0,0.0
9,39,3000,60,49,1,111,18,452.0,329.5365623646771
9,39,3000,90,49,0,119,19,588.0,0.0
9,39,3000,90,49,1,107,19,432.0,348.1601687792171
9,39,3000,80,39,1,203,33,692.0,746.7927739662157
9,39,3000,75,39,0,177,34,970.0,0.0
9,39,3000,65,44,0,163,21,470.0,0.0
9,39,3000,85,43,0,117,30,722.0,0.0
9,39,3000,70,46,1,103,32,552.0,611.0873436179645
9,39,3000,65,50,1,157,23,478.0,631.0526935809607
9,39,3000,75,50,1,131,26,592.0,597.6054000739751
9,39,3000,85,36,1,113,38,554.0,518.697088058155
9,39,3000,75,39,0,219,36,638.0,0.0
9,39,3000,85,43,1,109,31,594.0,554.4099613940547
9,39,3000,80,46,0,173,25,774.0,0.0
9,39,3000,85,47,1,163,29,672.0,479.4356943259172
9,39,3000,80,48,0,171,22,694.0,0.0
9,39,3000,60,48,0,165,21,594.0,0.0
9,39,3000,90,36,0,109,36,616.0,0.0
9,39,3000,85,39,0,169,38,938.0,0.0
9,39,3000,80,40,1,171,29,674.0,513.476329784662
9,39,3000,90,41,0,169,35,818.0,0.0
9,39,3000,90,44,1,111,37,612.0,763.3110089021094
9,39,3000,65,45,1,81,26,420.0,569.3112544385625
9,39,3000,75,48,1,229,29,786.0,635.7693259669735
9,39,3000,75,39,0,283,32,850.0,0.0
9,39,3000,90,43,0,283,34,730.0,0.0
9,39,3000,75,43,1,175,27,696.0,538.2746224964797
9,39,3000,70,46,1,107,28,500.0,610.1702023669276
9,39,3000,60,48,1,101,26,422.0,470.8955191452816
9,39,3000,70,43,0,167,26,626.0,0.0
9,39,3000,85,49,0,175,18,556.0,0.0
9,39,3000,65,38,1,113,35,590.0,642.2386782851354
9,39,3000,70,38,0,163,33,734.0,0.0
9,39,3000,60,41,1,99,31,502.0,497.96098542477
9,39,3000,60,43,0,171,28,636.0,0.0
9,39,3000,65,46,1,165,25,672.0,349.05935484862584
9,39,3000,80,44,1,119,30,516.0,709.7252711968333
9,39,3000,85,47,0,169,21,592.0,0.0
9,39,3000,80,36,1,115,33,618.0,489.69387622769216
