num_evs,num_tasks,ev_range,maze_loop_percentage,maze_size,bms,timesteps,num_tasks_finished,ev_distance,drone_distance
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,1,1,2.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,1,1,2.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,1,1,2.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
4,20,100,70,38,0,0,0,0.0,0.0
