num_evs,num_tasks,ev_range,maze_loop_percentage,maze_size,bms,timesteps,num_tasks_finished,ev_distance,drone_distance
10,40,3000,60,35,0,115,37,686.0,0.0
10,40,3000,85,35,1,109,40,586.0,535.1274723705877
10,40,3000,65,47,1,117,26,630.0,371.01070295467287
10,40,3000,65,44,1,89,36,594.0,816.7188350510174
10,40,3000,65,47,0,163,15,542.0,0.0
10,40,3000,85,47,0,233,28,810.0,0.0
10,40,3000,60,50,1,163,18,432.0,460.469668649478
10,40,3000,70,50,0,161,21,564.0,0.0
10,40,3000,90,45,1,169,33,704.0,803.1636851213647
10,40,3000,75,40,0,223,30,888.0,0.0
10,40,3000,60,35,1,157,33,724.0,653.3483733822502
10,40,3000,90,36,1,115,37,598.0,510.3232242316738
10,40,3000,70,42,1,115,35,674.0,612.8767792231744
10,40,3000,80,43,0,277,29,666.0,0.0
10,40,3000,80,38,1,163,37,736.0,736.8082526137401
10,40,3000,85,45,0,139,27,794.0,0.0
10,40,3000,70,38,0,165,31,804.0,0.0
10,40,3000,80,39,0,229,29,692.0,0.0
10,40,3000,60,47,0,117,22,730.0,0.0
10,40,3000,65,44,1,115,23,610.0,573.9020644417459
10,40,3000,75,37,0,229,39,916.0,0.0
10,40,3000,75,40,1,101,35,640.0,598.6847025347952
10,40,3000,90,43,0,167,32,884.0,0.0
10,40,3000,85,38,1,115,35,664.0,620.6446644665205
10,40,3000,65,48,1,171,22,586.0,433.2084714466995
10,40,3000,75,40,1,117,29,536.0,344.90968901459365
10,40,3000,65,35,0,179,39,900.0,0.0
10,40,3000,65,50,0,117,21,604.0,0.0
10,40,3000,60,39,1,145,30,728.0,482.8453373018318
10,40,3000,70,37,0,107,33,714.0,0.0
10,40,3000,80,40,1,177,29,686.0,562.5794412095673
10,40,3000,70,44,0,157,31,830.0,0.0
10,40,3000,60,48,1,209,24,734.0,541.7596427741639
10,40,3000,60,35,0,177,40,832.0,0.0
10,40,3000,65,38,1,177,36,650.0,577.1600818212595
10,40,3000,75,40,0,173,28,732.0,0.0
10,40,3000,65,43,1,109,26,518.0,542.9851747624282
10,40,3000,60,41,1,111,29,662.0,543.6318274993646
10,40,3000,65,47,0,119,20,600.0,0.0
10,40,3000,75,36,1,281,36,876.0,549.6544076104653
10,40,3000,60,38,0,231,33,648.0,0.0
10,40,3000,60,39,0,157,34,842.0,0.0
10,40,3000,70,38,0,159,38,796.0,0.0
10,40,3000,70,46,0,161,28,660.0,0.0
10,40,3000,70,47,1,93,26,436.0,405.9784130988749
10,40,3000,90,44,1,175,32,782.0,666.1862079772116
10,40,3000,60,42,1,125,33,548.0,733.6391233269192
10,40,3000,70,37,1,115,36,604.0,667.3429888329581
10,40,3000,75,35,1,73,38,512.0,602.8166783970229
10,40,3000,80,45,0,175,35,832.0,0.0
10,40,3000,85,37,0,143,38,640.0,0.0
10,40,3000,70,47,1,109,25,494.0,431.7706495867893
10,40,3000,65,41,0,115,30,796.0,0.0
10,40,3000,60,36,1,127,35,670.0,456.91096597917874
10,40,3000,85,46,0,169,28,742.0,0.0
10,40,3000,65,35,1,113,39,642.0,556.5732195040409
10,40,3000,80,47,0,163,26,682.0,0.0
10,40,3000,80,50,1,163,20,634.0,648.6589996256489
10,40,3000,65,45,1,169,25,710.0,542.8460372533627
10,40,3000,80,50,0,231,23,778.0,0.0
10,40,3000,90,48,0,117,27,612.0,0.0
10,40,3000,60,39,0,229,30,720.0,0.0
10,40,3000,65,41,0,173,30,828.0,0.0
10,40,3000,60,45,1,147,24,674.0,456.648434381686
10,40,3000,60,46,1,117,27,626.0,372.33412279883663
10,40,3000,80,44,0,179,32,916.0,0.0
10,40,3000,90,46,0,113,28,732.0,0.0
10,40,3000,90,49,1,177,29,748.0,537.4745239556279
10,40,3000,80,43,1,113,30,604.0,577.189972572409
10,40,3000,60,43,0,109,21,512.0,0.0
10,40,3000,70,41,1,113,30,610.0,590.6808522759046
10,40,3000,85,44,1,117,34,632.0,608.8421889935507
10,40,3000,80,44,0,163,30,782.0,0.0
10,40,3000,80,49,0,117,20,566.0,0.0
10,40,3000,75,50,1,85,30,552.0,843.7959999082635
10,40,3000,90,49,0,107,25,602.0,0.0
10,40,3000,75,35,0,103,38,622.0,0.0
10,40,3000,90,37,1,117,39,660.0,570.7326451736662
10,40,3000,75,37,1,115,39,686.0,652.5229649152367
10,40,3000,65,39,1,157,35,640.0,666.9855586070631
10,40,3000,75,39,0,113,31,666.0,0.0
10,40,3000,60,37,0,161,30,564.0,0.0
10,40,3000,70,48,0,165,22,768.0,0.0
10,40,3000,60,38,0,153,29,734.0,0.0
10,40,3000,85,45,0,117,22,590.0,0.0
10,40,3000,85,44,1,113,27,462.0,408.2982012879137
10,40,3000,90,49,1,109,22,548.0,358.6929839049961
10,40,3000,70,46,1,147,31,576.0,404.00942501718225
10,40,3000,70,38,0,223,35,820.0,0.0
10,40,3000,65,46,1,95,26,360.0,358.8352420623885
10,40,3000,90,37,1,173,37,710.0,646.4928648178579
10,40,3000,80,40,0,163,34,794.0,0.0
10,40,3000,85,46,0,219,25,668.0,0.0
10,40,3000,70,43,1,165,32,638.0,615.8918926854537
10,40,3000,60,49,1,91,23,482.0,486.54659315685944
10,40,3000,90,44,0,211,25,728.0,0.0
10,40,3000,75,45,1,175,30,714.0,735.2447078379855
10,40,2900,70,38,1,115,34,742.0,551.3087275368339
10,40,3000,70,42,0,159,28,810.0,0.0
10,40,3000,60,43,1,173,25,630.0,506.6638520481608
10,40,2900,90,41,1,81,33,504.0,628.5343333896407
10,40,2900,80,35,0,105,34,654.0,0.0
10,40,2900,60,46,0,169,27,808.0,0.0
10,40,3000,90,45,0,165,25,652.0,0.0
10,40,2900,85,36,1,159,36,714.0,521.7568870610377
10,40,2900,65,40,1,115,30,664.0,471.11797253913784
10,40,2900,80,44,0,141,30,760.0,0.0
10,40,2900,70,43,0,169,32,904.0,0.0
10,40,2900,85,49,0,165,25,710.0,0.0
10,40,2900,60,50,1,109,20,542.0,675.9348954680395
10,40,2900,90,50,1,165,23,666.0,692.5276976446598
10,40,2900,70,35,0,165,37,792.0,0.0
10,40,2900,60,37,0,115,31,694.0,0.0
10,40,2900,75,38,0,171,30,756.0,0.0
10,40,2900,60,38,1,167,34,732.0,618.8144507831503
10,40,2900,60,41,1,87,27,522.0,588.6114681791115
10,40,2900,75,44,1,111,29,460.0,657.1484425832161
10,40,2900,75,46,0,113,19,472.0,0.0
10,40,2900,90,41,1,109,32,636.0,573.5855949629406
